Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 01:36:05.576,114400.6,0.013,BTCUSDT
2025-09-30 01:36:05.598,114400.5,0.008,BTCUSDT
2025-09-30 01:36:05.816,114400.5,0.003,BTCUSDT
2025-09-30 01:36:06.139,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.139,114400.5,0.011,BTCUSDT
2025-09-30 01:36:06.278,114400.6,0.043,BTCUSDT
2025-09-30 01:36:06.709,114400.5,0.012,BTCUSDT
2025-09-30 01:36:06.981,114400.6,0.002,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.111,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.193,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.002,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.002,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.002,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.002,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.002,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.643,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.03,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.087,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.087,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.087,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.087,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.006,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.349,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.237,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.276,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.07,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.125,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.216,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.8,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.382,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.715,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.04,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.004,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.007,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.009,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.146,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.25,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.007,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.225,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.004,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.036,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.493,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.034,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.085,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,1.5,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.033,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.164,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.065,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.051,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.004,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.148,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.001,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.003,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.003,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.003,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.002,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.004,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.029,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.027,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.969,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.1,BTCUSDT
2025-09-30 01:36:06.985,114400.5,0.006,BTCUSDT
2025-09-30 01:36:06.987,114400.5,0.002,BTCUSDT
2025-09-30 01:36:06.987,114400.4,0.001,BTCUSDT
2025-09-30 01:36:06.987,114400.4,0.001,BTCUSDT
2025-09-30 01:36:06.987,114400.4,0.001,BTCUSDT
2025-09-30 01:36:06.987,114400.4,0.002,BTCUSDT
2025-09-30 01:36:06.987,114400.4,0.001,BTCUSDT
2025-09-30 01:36:06.987,114400.4,0.001,BTCUSDT
2025-09-30 01:36:06.987,114400.4,0.001,BTCUSDT
2025-09-30 01:36:07.217,114400.3,0.043,BTCUSDT
2025-09-30 01:36:07.217,114400.3,0.002,BTCUSDT
2025-09-30 01:36:07.217,114400.3,0.001,BTCUSDT
2025-09-30 01:36:07.217,114400.3,0.001,BTCUSDT
2025-09-30 01:36:07.217,114400.3,0.001,BTCUSDT
2025-09-30 01:36:07.217,114400.3,0.019,BTCUSDT
2025-09-30 01:36:07.217,114400.3,0.001,BTCUSDT
